Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
IL,IA,F08,T00,35.00,196.00,18.00
CA,MT,F07,T00,15.00,16.00,9.00
OK,TX,F06,T00,90.00,358.00,64.00
MN,FL,F05,T03,572.00,484.00,398.00
ID,OH,F07,T03,63.00,182.00,166.00
MN,WA,F05,T03,148.00,160.00,126.00
AR,MO,F07,T00,151.00,432.00,60.00
VA,NJ,F06,T00,114.00,70.00,11.00
IN,VA,F07,T03,16.00,12.00,4.00
KY,KS,F06,T03,260.00,308.00,108.00
VT,VT,F08,T03,401.00,564.00,8.00
AR,KY,F05,T03,72.00,54.00,18.00
MI,OK,F07,T00,16.00,46.00,23.00
MO,MO,F06,T03,2317.00,4288.00,170.00
NJ,PA,F07,T03,2986.00,6246.00,390.00
SC,VA,F05,T03,73.00,66.00,12.00
MD,DE,F02,T03,15.00,350.00,11.00
TN,GA,F06,T03,369.00,466.00,69.00
OH,MO,F07,T00,95.00,194.00,58.00
CA,ID,F07,T03,25.00,32.00,10.00
OH,FL,F07,T00,368.00,564.00,276.00
MA,FL,F07,T03,30.00,44.00,28.00
ND,WA,F07,T06,26.00,374.00,302.00
NY,GA,F07,T03,288.00,424.00,201.00
IN,TN,F02,T06,102.00,2652.00,714.00
NE,IA,F05,T00,1277.00,852.00,65.00
AR,KY,F07,T00,14.00,66.00,7.00
NC,NY,F07,T00,177.00,214.00,76.00
IA,TX,F07,T06,149.00,1768.00,896.00
WI,WI,F07,T03,19146.00,32208.00,1362.00
WA,WA,F08,T03,2133.00,2878.00,60.00
IA,SD,F05,T03,120.00,116.00,25.00
VA,CA,F05,T00,87.00,92.00,125.00
OR,OR,F05,T03,1495.00,1136.00,40.00
CA,IL,F06,T03,500.00,504.00,511.00
FL,IL,F07,T03,174.00,388.00,220.00
AR,AR,F08,T00,578.00,882.00,12.00
IN,LA,F03,T07,400.00,4532.00,2404.00
NY,AL,F07,T00,17.00,24.00,11.00
ND,OH,F07,T00,54.00,382.00,196.00
AR,SC,F05,T00,156.00,130.00,53.00
NH,GA,F05,T03,10.00,4.00,2.00
IN,IL,F05,T03,92.00,130.00,9.00
IN,TN,F07,T06,19.00,230.00,66.00
OK,KS,F05,T03,158.00,140.00,22.00
OK,IL,F05,T03,19.00,14.00,5.00
NC,FL,F04,T00,2.00,64.00,23.00
MD,NH,F07,T00,20.00,28.00,6.00
MN,NY,F06,T06,21.00,228.00,133.00
MD,MD,F05,T00,1526.00,894.00,14.00
MO,MD,F05,T03,22.00,12.00,6.00
WI,CT,F07,T00,122.00,64.00,35.00
LA,CA,F07,T03,27.00,42.00,38.00
KY,KY,F05,T00,535.00,532.00,12.00
CA,AZ,F03,T03,388.00,676.00,184.00
CA,KY,F07,T00,88.00,124.00,148.00
MI,NC,F07,T03,92.00,356.00,128.00
KS,FL,F05,T00,245.00,116.00,88.00
TX,TX,F08,T00,7271.00,10304.00,501.00
GA,PA,F07,T00,67.00,210.00,84.00
TN,TN,F07,T03,5706.00,14558.00,453.00
FL,SC,F07,T03,135.00,236.00,53.00
DE,NJ,F07,T00,29.00,126.00,5.00
MN,WA,F02,T06,222.00,5898.00,5856.00
IA,OK,F04,T00,167.00,890.00,298.00
SC,NY,F05,T03,171.00,184.00,67.00
FL,NY,F05,T03,104.00,40.00,22.00
CA,OR,F03,T03,285.00,392.00,133.00
IL,GA,F07,T00,845.00,1502.00,505.00
AR,NY,F05,T03,152.00,132.00,78.00
CA,MT,F08,T00,27.00,54.00,30.00
CA,WA,F03,T00,380.00,584.00,305.00
IA,IA,F05,T03,2036.00,2118.00,87.00
WI,IN,F07,T00,495.00,886.00,159.00
KY,MO,F05,T03,37.00,42.00,9.00
CA,CO,F08,T00,122.00,108.00,65.00
MN,WA,F05,T00,88.00,116.00,101.00
ID,TX,F07,T00,124.00,426.00,353.00
MT,SD,F04,T03,4.00,80.00,12.00
OH,MO,F06,T03,307.00,492.00,137.00
MO,MI,F07,T00,74.00,164.00,41.00
VA,VA,F08,T03,1866.00,2822.00,95.00
GA,TX,F08,T00,28.00,84.00,37.00
VT,MA,F07,T03,285.00,678.00,79.00
ID,WI,F03,T00,27.00,92.00,72.00
NE,MO,F07,T03,20.00,74.00,9.00
MD,OH,F07,T03,196.00,388.00,78.00
MN,OH,F05,T03,706.00,560.00,210.00
KS,SC,F07,T03,8.00,4.00,2.00
DE,DE,F08,T00,377.00,466.00,5.00
MN,OK,F05,T03,126.00,120.00,44.00
SC,GA,F05,T03,310.00,392.00,38.00
VA,SC,F08,T00,235.00,642.00,130.00
PA,NC,F06,T03,125.00,180.00,43.00
DE,NY,F05,T03,221.00,344.00,52.00
KY,CA,F06,T03,122.00,112.00,122.00
CA,GA,F08,T00,75.00,68.00,95.00
IN,TX,F06,T00,114.00,294.00,172.00
TN,FL,F09,T03,156.00,8.00,3.00
KY,OH,F07,T03,824.00,1774.00,141.00
KS,TX,F05,T00,1123.00,928.00,284.00
MA,MA,F07,T03,57.00,124.00,3.00
TN,MD,F07,T03,39.00,68.00,25.00
SC,PA,F06,T00,26.00,36.00,11.00
NJ,MD,F08,T03,90.00,256.00,26.00
ID,FL,F03,T03,237.00,684.00,864.00
MN,CO,F05,T00,82.00,88.00,35.00
MS,TX,F05,T03,292.00,288.00,77.00
MS,GA,F06,T03,122.00,556.00,120.00
KY,VA,F07,T00,101.00,266.00,72.00
CA,NY,F05,T00,36.00,16.00,22.00
CO,CO,F05,T00,748.00,476.00,12.00
TX,FL,F05,T03,1198.00,854.00,534.00
IL,IA,F01,T03,16.00,64.00,12.00
SC,SC,F08,T03,2724.00,3826.00,52.00
CA,MI,F08,T03,209.00,158.00,189.00
ID,IN,F03,T00,95.00,292.00,246.00
NY,SC,F07,T03,90.00,168.00,63.00
WA,VA,F08,T03,12.00,8.00,10.00
TN,GA,F05,T03,803.00,1282.00,101.00
MO,TX,F06,T03,328.00,1124.00,322.00
WY,MT,F07,T03,46.00,222.00,39.00
VA,VA,F04,T03,211.00,1844.00,64.00
GA,NC,F07,T03,1364.00,2086.00,349.00
MI,MN,F07,T03,130.00,388.00,117.00
GA,MS,F05,T00,147.00,116.00,22.00
UT,ID,F07,T03,213.00,300.00,31.00
WA,CO,F07,T03,36.00,56.00,34.00
KS,AR,F05,T03,389.00,316.00,67.00
ND,MA,F07,T00,15.00,82.00,70.00
MN,MN,F04,T03,1524.00,21972.00,730.00
TX,OH,F06,T03,21.00,28.00,16.00
NC,SC,F05,T00,398.00,446.00,35.00
AR,VA,F05,T03,125.00,116.00,59.00
AR,NV,F07,T00,64.00,68.00,65.00
IN,IN,F04,T03,186.00,1528.00,39.00
IN,MD,F07,T06,59.00,460.00,173.00
NC,WV,F05,T00,11.00,10.00,2.00
IA,SC,F05,T03,72.00,64.00,34.00
IN,NC,F04,T00,43.00,512.00,212.00
VA,MD,F05,T03,181.00,366.00,23.00
CA,NY,F05,T03,71.00,32.00,44.00
PA,SC,F07,T00,26.00,56.00,18.00
TX,NC,F05,T03,612.00,340.00,218.00
OH,WI,F08,T03,84.00,236.00,58.00
NH,OH,F07,T00,8.00,8.00,3.00
AR,OK,F05,T00,162.00,350.00,25.00
FL,OK,F03,T00,10.00,4.00,2.00
CA,NV,F07,T03,950.00,1920.00,250.00
AR,NY,F05,T00,76.00,66.00,39.00
MT,MT,F06,T00,120.00,240.00,8.00
FL,GA,F07,T00,380.00,1302.00,202.00
ND,ND,F05,T03,228.00,124.00,6.00
IN,IN,F07,T03,7900.00,28542.00,609.00
FL,GA,F08,T03,398.00,1012.00,118.00
IL,OK,F07,T03,236.00,444.00,148.00
NE,NC,F05,T03,516.00,360.00,234.00
NY,CA,F05,T03,222.00,84.00,120.00
WI,IA,F07,T03,139.00,338.00,35.00
AR,PA,F07,T03,319.00,342.00,207.00
MO,IA,F05,T03,44.00,38.00,7.00
ND,MN,F03,T06,57.00,590.00,120.00
WV,OH,F05,T03,23.00,20.00,3.00
SC,IA,F05,T00,35.00,32.00,15.00
TX,LA,F05,T03,224.00,184.00,45.00
MI,OH,F07,T03,273.00,938.00,123.00
WV,PA,F05,T03,222.00,180.00,20.00
ND,NY,F06,T03,12.00,36.00,28.00
NJ,CO,F07,T00,35.00,24.00,21.00
CA,AZ,F03,T00,393.00,678.00,186.00
MI,GA,F07,T03,146.00,110.00,44.00
SC,GA,F05,T00,157.00,198.00,19.00
VA,NC,F08,T00,307.00,742.00,96.00
IL,IL,F05,T03,1825.00,1232.00,16.00
KY,WI,F05,T03,94.00,72.00,18.00
GA,IL,F07,T03,124.00,212.00,72.00
PA,MI,F07,T03,66.00,6.00,2.00
MS,AL,F05,T03,341.00,378.00,44.00
FL,MI,F07,T03,280.00,542.00,331.00
MD,MD,F07,T00,2305.00,5582.00,82.00
LA,LA,F03,T07,5005.00,56220.00,1005.00
KS,NY,F07,T00,7.00,4.00,3.00
VT,VT,F04,T03,165.00,1464.00,20.00
KS,AR,F05,T00,198.00,160.00,34.00
NC,VA,F08,T03,221.00,944.00,84.00
NE,IA,F04,T03,142.00,986.00,60.00
KY,WI,F05,T00,47.00,36.00,9.00
AZ,CA,F04,T00,193.00,372.00,109.00
IA,CA,F07,T00,437.00,1524.00,1493.00
CO,CO,F07,T00,2049.00,4970.00,63.00
KS,OK,F07,T03,386.00,3356.00,328.00
WI,OH,F06,T03,61.00,70.00,14.00
VA,MD,F07,T00,760.00,1532.00,104.00
NY,TN,F07,T03,124.00,224.00,89.00
FL,FL,F06,T00,2411.00,3062.00,87.00
IA,PA,F06,T03,142.00,180.00,84.00
FL,TX,F07,T00,395.00,600.00,366.00
MI,MO,F07,T03,127.00,430.00,119.00
OK,KY,F05,T03,43.00,34.00,14.00
NY,NC,F07,T03,333.00,448.00,148.00
CA,IL,F06,T00,251.00,254.00,257.00
MI,KY,F07,T03,170.00,372.00,75.00
VA,PA,F07,T03,1212.00,676.00,81.00
ND,TN,F07,T06,52.00,208.00,136.00
OK,UT,F05,T03,32.00,32.00,18.00
KY,LA,F08,T03,78.00,48.00,18.00
ND,PA,F07,T06,46.00,238.00,164.00
NY,VA,F07,T03,25.00,48.00,11.00
FL,MI,F07,T00,143.00,280.00,171.00
UT,UT,F08,T00,249.00,426.00,5.00
NC,FL,F04,T03,2.00,64.00,23.00
IN,NC,F04,T06,42.00,508.00,211.00
GA,GA,F07,T03,4545.00,13396.00,454.00
FL,NC,F06,T00,72.00,44.00,14.00
AL,AL,F04,T03,270.00,2360.00,156.00
IL,AR,F05,T03,10.00,14.00,3.00
NM,WI,F07,T03,150.00,200.00,146.00
KS,SC,F05,T03,230.00,130.00,90.00
KY,CA,F07,T00,90.00,92.00,100.00
TX,NM,F08,T03,78.00,296.00,94.00
NC,WV,F07,T03,40.00,166.00,20.00
KS,IL,F06,T03,190.00,346.00,82.00
MN,OR,F05,T00,115.00,122.00,103.00
IL,AR,F06,T00,9.00,94.00,25.00
NC,PA,F08,T03,126.00,588.00,120.00
MS,TN,F07,T00,46.00,232.00,15.00
NH,FL,F07,T00,12.00,14.00,10.00
KS,KS,F05,T03,1483.00,1244.00,82.00
MD,DE,F06,T00,58.00,34.00,2.00
FL,IN,F07,T03,79.00,122.00,62.00
VT,MO,F07,T03,52.00,48.00,28.00
KS,IL,F06,T00,97.00,192.00,46.00
NV,GA,F07,T03,198.00,128.00,128.00
GA,IA,F05,T00,121.00,70.00,31.00
ND,MN,F07,T06,39.00,372.00,39.00
IL,NE,F07,T00,31.00,86.00,22.00
UT,FL,F07,T03,24.00,92.00,102.00
NE,NY,F05,T00,558.00,266.00,172.00
MD,CT,F06,T03,58.00,24.00,3.00
VT,IL,F07,T03,77.00,80.00,38.00
GA,MI,F07,T00,33.00,114.00,43.00
TN,MI,F07,T00,48.00,72.00,24.00
NE,IA,F07,T00,86.00,472.00,36.00
FL,GA,F04,T03,34.00,712.00,139.00
NY,NE,F07,T00,18.00,24.00,12.00
IN,IL,F04,T00,57.00,244.00,18.00
AR,SC,F05,T03,156.00,130.00,53.00
VA,AL,F06,T03,61.00,40.00,14.00
CA,WI,F03,T03,86.00,128.00,134.00
OH,CA,F06,T00,187.00,336.00,392.00
NH,FL,F05,T00,60.00,8.00,6.00
PA,NJ,F07,T00,872.00,2530.00,164.00
IN,NY,F05,T00,28.00,40.00,13.00
WI,NC,F07,T03,279.00,164.00,78.00
IA,TN,F05,T00,86.00,108.00,34.00
MS,OK,F07,T00,22.00,30.00,8.00
NY,CA,F05,T00,111.00,42.00,60.00
NC,NY,F05,T00,361.00,454.00,140.00
CO,WI,F05,T03,190.00,128.00,66.00
IL,IN,F07,T03,1531.00,4574.00,361.00
NH,NY,F07,T00,18.00,20.00,2.00
WV,VA,F05,T03,33.00,80.00,4.00
IA,NY,F07,T00,76.00,442.00,193.00
KS,FL,F06,T00,70.00,148.00,99.00
ND,NY,F07,T06,60.00,290.00,192.00
VT,NH,F07,T03,49.00,136.00,11.00
NY,IL,F08,T00,64.00,134.00,51.00
NH,PA,F07,T00,20.00,26.00,5.00
VA,FL,F06,T03,330.00,210.00,79.00
KS,IA,F05,T00,205.00,132.00,23.00
ID,PA,F03,T03,131.00,614.00,643.00
NY,CO,F07,T03,20.00,32.00,27.00
NJ,CT,F08,T00,91.00,244.00,13.00
IA,TX,F07,T00,878.00,2828.00,1385.00
IN,IL,F07,T03,1021.00,2762.00,147.00
CO,OR,F04,T03,188.00,420.00,244.00
IA,CA,F06,T03,256.00,228.00,214.00
MO,IL,F07,T03,263.00,524.00,86.00
AL,MI,F05,T03,33.00,38.00,14.00
NE,WI,F05,T00,369.00,226.00,65.00
TX,MA,F05,T00,151.00,92.00,85.00
IL,MI,F05,T03,69.00,50.00,7.00
MO,FL,F06,T03,31.00,126.00,73.00
OR,CA,F07,T00,416.00,504.00,200.00
VA,VA,F03,T00,1223.00,1316.00,33.00
MI,CA,F06,T03,246.00,236.00,264.00
IL,LA,F07,T00,616.00,4752.00,1900.00
IL,MS,F01,T00,4.00,14.00,3.00
CA,PA,F03,T00,383.00,782.00,1134.00
MS,CA,F05,T03,703.00,820.00,795.00
WI,IA,F06,T00,25.00,20.00,2.00
VA,AL,F06,T00,36.00,26.00,9.00
KY,PA,F05,T03,112.00,80.00,22.00
KY,GA,F07,T00,78.00,244.00,47.00
AL,CA,F05,T00,186.00,244.00,256.00
DE,MD,F05,T03,56.00,104.00,5.00
NC,NY,F05,T03,678.00,850.00,265.00
MI,IL,F06,T00,230.00,236.00,25.00
NC,CA,F05,T00,38.00,44.00,59.00
VT,CT,F04,T00,2.00,14.00,2.00
KY,WV,F07,T00,20.00,58.00,4.00
WY,MT,F07,T00,24.00,116.00,21.00
NC,GA,F07,T00,148.00,480.00,75.00
LA,FL,F06,T06,13.00,126.00,72.00
KY,TN,F08,T00,31.00,22.00,3.00
KS,IA,F05,T03,409.00,262.00,46.00
MA,RI,F06,T03,180.00,348.00,4.00
OH,NY,F07,T03,500.00,848.00,214.00
UT,NV,F06,T03,215.00,584.00,130.00
NY,IL,F08,T03,128.00,268.00,102.00
MD,DE,F06,T03,58.00,34.00,2.00
IA,IL,F06,T00,315.00,336.00,40.00
WA,NY,F08,T03,34.00,20.00,26.00
GA,TN,F05,T00,476.00,338.00,45.00
VA,TX,F04,T03,10.00,212.00,158.00
NC,VA,F08,T00,111.00,472.00,42.00
VA,VA,F05,T00,1837.00,1780.00,80.00
ND,MN,F04,T03,29.00,254.00,26.00
PA,PA,F06,T00,2748.00,3294.00,114.00
OK,NM,F05,T03,7.00,4.00,1.00
KY,FL,F05,T03,32.00,24.00,10.00
TX,CO,F05,T03,210.00,134.00,42.00
IA,GA,F04,T03,73.00,200.00,82.00
WI,MI,F07,T03,1464.00,3112.00,598.00
AZ,CA,F07,T00,62.00,68.00,13.00
NC,TN,F06,T00,18.00,28.00,5.00
IA,IN,F06,T00,97.00,82.00,16.00
TX,NM,F05,T03,29.00,40.00,14.00
VT,OH,F07,T03,19.00,22.00,8.00
NY,MD,F07,T00,502.00,374.00,63.00
TX,AR,F08,T03,70.00,170.00,33.00
NC,LA,F07,T03,16.00,28.00,12.00
TN,GA,F07,T00,866.00,2064.00,315.00
TX,NC,F06,T03,60.00,120.00,71.00
MN,WI,F05,T00,273.00,290.00,48.00
MN,OH,F03,T03,30.00,184.00,72.00
CA,CA,F05,T03,29858.00,24324.00,801.00
NJ,MD,F07,T00,458.00,522.00,42.00
NC,LA,F07,T00,8.00,14.00,6.00
WA,NC,F03,T00,17.00,40.00,56.00
NJ,GA,F07,T03,559.00,476.00,209.00
MS,FL,F05,T00,177.00,186.00,66.00
IA,IL,F04,T00,152.00,1110.00,209.00
NH,NH,F07,T03,517.00,1560.00,26.00
NM,CA,F06,T00,46.00,18.00,8.00
CT,CT,F05,T00,232.00,104.00,1.00
ND,WA,F08,T06,16.00,84.00,65.00
UT,FL,F07,T00,12.00,46.00,51.00
KY,IA,F07,T00,39.00,52.00,14.00
CO,CA,F05,T00,644.00,400.00,221.00
PA,TX,F06,T00,124.00,108.00,80.00
FL,IN,F07,T00,79.00,122.00,62.00
AL,GA,F07,T03,1174.00,3236.00,298.00
AR,OH,F05,T03,223.00,156.00,66.00
KS,KS,F05,T00,817.00,738.00,48.00
ND,FL,F03,T00,18.00,48.00,44.00
IA,WV,F06,T00,5.00,60.00,23.00
TN,NY,F05,T03,78.00,52.00,22.00
TX,NJ,F05,T00,71.00,36.00,30.00
MS,MS,F07,T03,2815.00,8462.00,280.00
NE,WA,F05,T00,140.00,94.00,73.00
OK,LA,F02,T00,87.00,1388.00,619.00
KY,MS,F07,T03,9.00,58.00,14.00
TN,PA,F07,T00,215.00,304.00,103.00
IA,WI,F05,T00,355.00,444.00,59.00
ND,MI,F08,T06,24.00,138.00,79.00
WA,WA,F06,T03,364.00,490.00,8.00
FL,LA,F05,T03,93.00,68.00,19.00
TX,MI,F04,T03,54.00,52.00,28.00
AZ,AZ,F04,T03,55.00,124.00,10.00
ND,ND,F04,T00,48.00,528.00,49.00
CT,NJ,F07,T03,95.00,128.00,8.00
NY,GA,F08,T00,16.00,36.00,17.00
NE,MA,F05,T03,394.00,232.00,176.00
TN,NJ,F07,T06,27.00,116.00,70.00
MO,TX,F04,T00,156.00,1470.00,615.00
KS,IL,F05,T00,555.00,340.00,135.00
OK,CA,F05,T00,126.00,138.00,97.00
TN,AL,F07,T00,485.00,1056.00,100.00
NE,TX,F05,T00,898.00,748.00,293.00
IA,NY,F05,T00,71.00,72.00,44.00
TN,WI,F05,T00,20.00,18.00,6.00
NC,FL,F05,T00,313.00,342.00,116.00
NJ,NC,F06,T00,10.00,8.00,2.00
CO,OR,F05,T03,49.00,28.00,18.00
KY,NC,F08,T03,50.00,20.00,6.00
CA,NM,F08,T00,48.00,64.00,31.00
IA,IL,F04,T06,59.00,720.00,175.00
MD,NH,F07,T03,20.00,28.00,6.00
NV,MO,F07,T03,179.00,234.00,189.00
FL,KS,F07,T00,24.00,44.00,29.00
IL,KY,F07,T03,677.00,1950.00,298.00
ME,ME,F08,T00,244.00,364.00,7.00
NC,GA,F06,T03,50.00,104.00,20.00
OK,LA,F05,T03,71.00,76.00,27.00
CT,UT,F07,T00,10.00,4.00,5.00
MD,CA,F07,T03,116.00,80.00,110.00
IA,TX,F02,T00,61.00,868.00,412.00
CA,OR,F07,T03,696.00,1306.00,522.00
MD,IN,F05,T03,42.00,20.00,7.00
PA,VA,F05,T03,313.00,214.00,27.00
OK,TX,F07,T03,112.00,230.00,48.00
WV,WV,F07,T03,1172.00,4248.00,80.00
NJ,CO,F07,T03,70.00,48.00,42.00
IA,WI,F04,T03,207.00,1044.00,117.00
OR,WA,F05,T00,485.00,370.00,34.00
ID,CA,F03,T00,120.00,294.00,120.00
TN,VA,F06,T03,100.00,92.00,15.00
WI,MD,F07,T00,238.00,176.00,78.00
IA,OK,F04,T06,34.00,328.00,103.00
CT,CT,F08,T00,1143.00,1184.00,12.00
MS,MA,F05,T03,149.00,190.00,133.00
GA,GA,F08,T03,6715.00,9016.00,202.00
IN,TX,F04,T03,42.00,36.00,22.00
AL,TN,F07,T00,321.00,1032.00,87.00
IL,MN,F06,T03,145.00,452.00,125.00
CA,AZ,F07,T00,1202.00,2414.00,537.00
NE,NE,F05,T03,4861.00,3000.00,121.00
VT,CA,F07,T00,61.00,58.00,87.00
NE,OK,F05,T03,154.00,216.00,52.00
LA,AR,F07,T03,61.00,254.00,43.00
SD,MN,F02,T06,420.00,7518.00,1183.00
PA,PA,F07,T00,12713.00,32010.00,481.00
CA,NM,F08,T03,96.00,128.00,61.00
KY,VA,F07,T03,75.00,148.00,51.00
NY,CT,F08,T00,33.00,68.00,6.00
TN,VA,F05,T00,204.00,172.00,38.00
MN,CO,F05,T03,164.00,176.00,70.00
IL,WI,F06,T03,203.00,568.00,62.00
NH,IL,F07,T03,7.00,8.00,4.00
RI,RI,F07,T00,112.00,458.00,2.00
CO,UT,F08,T00,48.00,120.00,27.00
TN,LA,F09,T00,72.00,6.00,1.00
WY,IL,F07,T06,4.00,16.00,11.00
NE,PA,F05,T00,296.00,152.00,88.00
TX,IA,F05,T00,18.00,82.00,30.00
NH,CT,F07,T03,55.00,90.00,6.00
TX,AZ,F05,T03,256.00,234.00,123.00
PA,FL,F07,T00,228.00,506.00,270.00
CA,AZ,F06,T03,300.00,310.00,65.00
NJ,GA,F06,T03,24.00,20.00,8.00
UT,ID,F07,T00,213.00,300.00,31.00
FL,CA,F07,T03,1371.00,2682.00,3555.00
TN,VA,F06,T00,57.00,50.00,9.00
MI,MI,F06,T00,750.00,540.00,19.00
GA,NC,F07,T00,682.00,1044.00,174.00
NY,LA,F08,T00,16.00,32.00,22.00
MI,IL,F04,T00,16.00,152.00,13.00
IL,IL,F07,T03,11535.00,32920.00,642.00
FL,NC,F07,T03,645.00,892.00,278.00
IA,TX,F06,T03,114.00,240.00,108.00
GA,SC,F04,T03,104.00,572.00,77.00
MI,CA,F07,T00,47.00,136.00,168.00
ID,OH,F03,T00,104.00,604.00,551.00
AL,FL,F09,T03,166.00,54.00,13.00
KY,IL,F07,T03,513.00,804.00,138.00
TN,KY,F03,T03,20.00,20.00,1.00
OK,OK,F05,T03,1612.00,1326.00,50.00
MO,CO,F07,T00,91.00,64.00,24.00
OH,MO,F06,T00,155.00,250.00,70.00
CA,OK,F03,T00,26.00,84.00,65.00
CT,PA,F07,T00,151.00,116.00,19.00
FL,TX,F07,T03,756.00,1122.00,678.00
IL,PA,F07,T03,2344.00,4196.00,1404.00
FL,SC,F05,T00,44.00,30.00,6.00
TX,PA,F07,T00,221.00,450.00,374.00
NH,NJ,F07,T03,57.00,56.00,8.00
NY,IA,F07,T00,71.00,72.00,36.00
CA,IN,F07,T03,138.00,136.00,153.00
TN,FL,F08,T00,185.00,528.00,206.00
OK,CA,F07,T00,46.00,56.00,42.00
CA,IN,F08,T00,28.00,30.00,35.00
ID,OH,F03,T03,189.00,1014.00,919.00
NY,OH,F04,T03,108.00,210.00,28.00
DE,CA,F07,T00,33.00,92.00,134.00
MS,UT,F05,T03,114.00,86.00,75.00
OH,MI,F07,T03,1479.00,2222.00,190.00
ND,ND,F07,T00,588.00,2102.00,108.00
AR,MD,F05,T03,152.00,68.00,41.00
VA,IL,F06,T00,122.00,126.00,47.00
KY,CA,F06,T00,61.00,56.00,61.00
TN,OH,F06,T00,160.00,210.00,55.00
VA,KY,F07,T00,51.00,70.00,13.00
MN,ND,F07,T03,307.00,1370.00,208.00
OH,WI,F07,T03,583.00,928.00,219.00
MO,TX,F07,T00,395.00,392.00,110.00
CA,CA,F08,T03,27405.00,34378.00,1233.00
OH,MN,F07,T00,149.00,226.00,80.00
PA,DE,F06,T00,54.00,42.00,2.00
NC,VA,F07,T00,270.00,542.00,59.00
IA,AZ,F08,T00,68.00,378.00,336.00
PA,DE,F06,T03,95.00,72.00,3.00
OK,FL,F05,T00,30.00,26.00,18.00
FL,GA,F07,T03,563.00,1742.00,286.00
TX,NY,F05,T00,203.00,92.00,75.00
CA,MO,F07,T03,419.00,458.00,416.00
SD,SD,F02,T03,186.00,4794.00,34.00
MO,IA,F07,T00,302.00,1820.00,294.00
CA,WA,F06,T00,167.00,330.00,155.00
FL,MS,F07,T03,46.00,122.00,48.00
MA,FL,F05,T00,72.00,40.00,28.00
MO,OK,F02,T00,120.00,2336.00,313.00
IA,WI,F06,T00,44.00,340.00,67.00
