Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
MS,KY,F07,T00,28.00,156.00,42.00
ND,NE,F03,T03,22.00,156.00,32.00
KY,KY,F05,T03,1028.00,1016.00,21.00
CT,RI,F07,T00,34.00,88.00,3.00
IA,PA,F07,T00,320.00,1708.00,849.00
AL,MO,F05,T03,89.00,104.00,31.00
IL,GA,F07,T03,1264.00,1742.00,589.00
IA,OH,F07,T06,137.00,1158.00,376.00
TN,SC,F03,T03,126.00,248.00,68.00
NJ,OH,F08,T03,198.00,440.00,100.00
MN,MN,F02,T06,226.00,4070.00,494.00
NC,NJ,F05,T03,674.00,1020.00,287.00
TN,KY,F07,T00,343.00,540.00,58.00
IN,MI,F06,T00,105.00,186.00,25.00
CA,FL,F08,T03,501.00,472.00,687.00
MS,AL,F05,T00,204.00,214.00,25.00
WI,MN,F08,T03,59.00,204.00,43.00
WI,IL,F08,T00,247.00,814.00,47.00
AR,TX,F05,T03,1310.00,1880.00,349.00
GA,FL,F05,T03,822.00,730.00,162.00
LA,CA,F07,T00,30.00,58.00,55.00
NJ,PA,F07,T00,1497.00,3126.00,195.00
VA,NY,F05,T03,147.00,236.00,48.00
NY,VA,F08,T03,109.00,242.00,48.00
AR,KY,F05,T00,72.00,54.00,18.00
TN,SC,F07,T03,335.00,802.00,150.00
NJ,VA,F07,T03,176.00,350.00,51.00
CA,TX,F08,T00,260.00,280.00,234.00
TX,AR,F06,T03,8.00,24.00,2.00
NE,IL,F05,T03,2832.00,1724.00,468.00
ND,PA,F04,T00,5.00,26.00,18.00
MO,IA,F07,T03,35.00,168.00,18.00
NC,NY,F03,T00,9.00,14.00,4.00
UT,NV,F07,T03,257.00,516.00,94.00
NY,CT,F07,T03,434.00,782.00,95.00
CA,MO,F07,T00,224.00,308.00,286.00
TX,OK,F07,T00,482.00,744.00,90.00
ID,WA,F07,T00,211.00,440.00,125.00
AR,PA,F05,T03,302.00,192.00,97.00
TX,TX,F05,T03,2123.00,1682.00,230.00
CA,CO,F07,T03,416.00,1154.00,682.00
SD,IA,F01,T00,121.00,170.00,15.00
AR,WA,F05,T03,95.00,48.00,51.00
MO,MI,F07,T03,142.00,322.00,81.00
AR,KY,F07,T03,27.00,126.00,13.00
AL,PA,F05,T00,58.00,60.00,25.00
WI,MN,F07,T03,3013.00,3610.00,447.00
ND,TX,F07,T00,76.00,340.00,229.00
OH,PA,F05,T03,70.00,50.00,4.00
HI,HI,F06,T03,130.00,218.00,1.00
AL,VA,F05,T03,34.00,40.00,16.00
IA,CA,F05,T00,486.00,338.00,306.00
SD,SD,F03,T03,326.00,3830.00,136.00
AZ,PA,F07,T00,10.00,6.00,6.00
FL,MN,F07,T03,193.00,286.00,232.00
MO,OR,F07,T03,88.00,110.00,109.00
NJ,OH,F08,T00,99.00,220.00,50.00
NY,OH,F04,T00,108.00,210.00,28.00
WA,WA,F07,T03,6614.00,11840.00,399.00
WA,UT,F07,T03,49.00,100.00,35.00
OK,CA,F07,T03,92.00,112.00,84.00
MO,PA,F05,T03,56.00,64.00,32.00
IA,MN,F05,T00,116.00,154.00,20.00
NC,NC,F06,T03,27.00,94.00,4.00
TX,OH,F07,T00,178.00,374.00,201.00
IA,TX,F06,T00,58.00,146.00,67.00
MA,FL,F05,T03,144.00,80.00,56.00
CA,OR,F05,T03,175.00,136.00,57.00
PA,WV,F07,T03,418.00,460.00,28.00
MS,MS,F07,T00,1455.00,4780.00,205.00
ME,MA,F07,T03,33.00,126.00,8.00
KY,FL,F07,T03,156.00,304.00,126.00
LA,AL,F05,T00,11.00,8.00,2.00
KS,OK,F05,T00,190.00,194.00,29.00
TX,NY,F05,T03,406.00,184.00,150.00
VA,VA,F08,T00,1077.00,1720.00,70.00
OK,LA,F02,T07,174.00,2776.00,1238.00
MD,MD,F08,T00,956.00,1368.00,16.00
TN,TN,F03,T03,1481.00,2068.00,38.00
SD,WA,F03,T06,29.00,368.00,323.00
IA,IL,F07,T06,285.00,2684.00,666.00
MO,OH,F06,T00,92.00,128.00,39.00
KS,IN,F05,T03,200.00,124.00,54.00
AL,PA,F05,T03,113.00,118.00,50.00
CA,WI,F07,T03,680.00,932.00,1010.00
NC,PA,F05,T03,783.00,766.00,161.00
GA,OH,F08,T03,78.00,188.00,68.00
WA,GA,F07,T00,41.00,144.00,193.00
FL,FL,F07,T03,18611.00,52196.00,1656.00
TN,CA,F06,T00,113.00,164.00,158.00
CO,KS,F07,T00,13.00,56.00,9.00
OR,CA,F05,T00,495.00,322.00,137.00
VA,VA,F02,T00,64.00,1428.00,41.00
IL,MO,F06,T03,259.00,636.00,87.00
NC,NC,F08,T03,2464.00,4552.00,99.00
VT,VT,F07,T00,732.00,1764.00,40.00
IA,IA,F04,T03,425.00,4078.00,132.00
CA,IN,F08,T03,54.00,52.00,58.00
FL,LA,F05,T00,93.00,68.00,19.00
NY,MO,F07,T03,256.00,430.00,207.00
NJ,NY,F05,T03,474.00,466.00,8.00
WA,OR,F05,T03,192.00,114.00,10.00
MS,MS,F07,T06,47.00,548.00,65.00
SC,VA,F07,T03,25.00,60.00,9.00
ID,IL,F07,T00,203.00,654.00,536.00
KS,MI,F06,T00,38.00,110.00,39.00
KS,CA,F07,T00,30.00,196.00,166.00
GA,MA,F05,T03,59.00,58.00,32.00
SD,SD,F01,T00,240.00,326.00,4.00
CT,CT,F06,T03,262.00,174.00,2.00
OK,OK,F07,T03,56.00,490.00,27.00
OK,TN,F07,T03,10.00,16.00,4.00
TX,TN,F05,T03,167.00,110.00,43.00
AR,MD,F08,T03,30.00,8.00,6.00
FL,NC,F04,T03,12.00,190.00,64.00
ND,WA,F07,T00,26.00,374.00,302.00
IA,OH,F06,T03,36.00,92.00,26.00
IA,IN,F06,T03,194.00,164.00,32.00
TN,SC,F03,T00,63.00,124.00,34.00
IA,MO,F04,T06,39.00,516.00,148.00
CA,ID,F08,T00,40.00,74.00,28.00
PA,NC,F07,T03,161.00,532.00,121.00
NY,IA,F07,T03,142.00,144.00,72.00
CT,CT,F08,T03,2286.00,2368.00,24.00
MN,IL,F05,T03,541.00,638.00,149.00
WI,MN,F06,T00,121.00,182.00,29.00
CA,MN,F03,T00,142.00,334.00,334.00
TN,GA,F03,T00,161.00,280.00,58.00
MO,OH,F05,T00,34.00,42.00,12.00
VA,MD,F05,T00,181.00,366.00,23.00
NM,IL,F07,T03,56.00,48.00,32.00
NE,MD,F05,T00,116.00,36.00,24.00
FL,FL,F07,T00,9381.00,26396.00,852.00
CA,KY,F06,T00,76.00,32.00,36.00
OH,AL,F06,T03,103.00,188.00,56.00
ID,MI,F03,T03,116.00,272.00,240.00
NE,IN,F05,T03,648.00,376.00,132.00
KS,TX,F05,T03,2222.00,1818.00,556.00
PA,CT,F07,T03,326.00,216.00,34.00
MI,WI,F07,T00,175.00,364.00,63.00
MN,LA,F02,T00,1437.00,35470.00,29445.00
VA,SC,F07,T03,188.00,418.00,61.00
NJ,NC,F06,T03,10.00,8.00,2.00
NY,TN,F08,T03,47.00,128.00,53.00
CA,AZ,F08,T03,278.00,516.00,146.00
AR,NE,F05,T00,232.00,134.00,31.00
PA,FL,F07,T03,456.00,1012.00,540.00
TN,MS,F07,T03,188.00,516.00,46.00
ID,IA,F07,T03,16.00,36.00,24.00
SC,KS,F07,T03,42.00,14.00,8.00
MS,MA,F05,T00,78.00,98.00,69.00
WI,MO,F07,T03,319.00,498.00,111.00
MO,FL,F07,T00,124.00,176.00,91.00
NE,PA,F05,T03,592.00,304.00,176.00
IL,PA,F07,T00,1376.00,3654.00,1336.00
NV,NJ,F07,T00,31.00,16.00,19.00
IL,NC,F07,T03,61.00,68.00,28.00
AK,AK,F05,T11,12.00,4.00,1.00
WI,IL,F06,T03,213.00,222.00,12.00
VA,VA,F04,T00,114.00,1000.00,38.00
GA,NC,F05,T03,255.00,170.00,35.00
PA,NY,F06,T03,516.00,600.00,58.00
IL,AL,F07,T06,103.00,1052.00,343.00
VA,NY,F03,T00,28.00,90.00,28.00
NJ,VA,F06,T03,91.00,96.00,14.00
MS,LA,F07,T03,220.00,550.00,52.00
VA,DE,F05,T03,349.00,318.00,30.00
CA,FL,F08,T00,379.00,380.00,569.00
TN,OH,F06,T03,246.00,284.00,75.00
OH,KY,F03,T03,19.00,16.00,2.00
LA,LA,F02,T00,8494.00,183410.00,2852.00
OH,SC,F06,T00,105.00,204.00,52.00
NE,NE,F05,T00,2461.00,1534.00,62.00
SC,TX,F05,T03,55.00,62.00,31.00
CA,FL,F06,T03,100.00,168.00,218.00
NE,WA,F05,T03,280.00,188.00,146.00
NJ,PA,F05,T00,50.00,34.00,2.00
IA,AZ,F05,T03,106.00,112.00,86.00
IL,NJ,F07,T03,358.00,410.00,167.00
OR,WA,F03,T03,148.00,346.00,34.00
WA,OR,F07,T03,590.00,1134.00,105.00
AR,LA,F05,T03,154.00,188.00,30.00
KY,KY,F07,T00,992.00,3362.00,75.00
MA,NH,F07,T03,41.00,78.00,2.00
IL,OH,F07,T06,110.00,994.00,199.00
NH,IL,F07,T00,7.00,8.00,4.00
MI,TN,F07,T03,54.00,146.00,45.00
CO,WA,F05,T03,204.00,116.00,72.00
VA,NC,F03,T00,342.00,218.00,15.00
OK,OR,F05,T00,26.00,38.00,35.00
CT,VT,F07,T00,15.00,16.00,1.00
OK,CA,F05,T03,236.00,258.00,182.00
RI,RI,F07,T03,223.00,912.00,4.00
NC,TN,F07,T03,219.00,366.00,57.00
IN,OH,F04,T00,27.00,204.00,13.00
NY,NJ,F07,T03,684.00,872.00,72.00
IA,IL,F08,T03,164.00,924.00,76.00
AR,IA,F05,T03,22.00,26.00,7.00
ID,IL,F03,T00,132.00,472.00,364.00
NH,NH,F08,T03,678.00,1210.00,13.00
KS,MA,F06,T03,28.00,36.00,26.00
NC,NJ,F07,T00,191.00,194.00,56.00
IL,IN,F06,T03,359.00,784.00,67.00
ND,ND,F04,T03,65.00,660.00,46.00
CA,CO,F06,T00,130.00,286.00,177.00
IL,MO,F07,T00,375.00,1144.00,129.00
FL,PA,F07,T03,245.00,412.00,221.00
NY,OH,F07,T00,413.00,588.00,102.00
PA,AL,F06,T00,48.00,80.00,34.00
AL,IL,F05,T03,50.00,70.00,26.00
VT,CA,F07,T03,122.00,116.00,174.00
OH,SC,F06,T03,105.00,204.00,52.00
CO,CO,F08,T00,2128.00,3758.00,52.00
TX,AL,F06,T03,16.00,14.00,6.00
TX,CO,F05,T00,210.00,134.00,42.00
ND,SD,F06,T00,45.00,76.00,9.00
PA,OH,F05,T03,17.00,14.00,3.00
CA,MN,F03,T03,142.00,334.00,334.00
IA,WV,F06,T03,10.00,120.00,46.00
OR,CA,F04,T00,109.00,960.00,384.00
AR,CA,F05,T00,417.00,632.00,524.00
IA,WI,F04,T00,139.00,682.00,81.00
NE,FL,F05,T03,738.00,454.00,346.00
CA,TN,F07,T03,90.00,342.00,392.00
MD,NJ,F05,T00,64.00,68.00,7.00
OH,GA,F06,T03,186.00,280.00,82.00
MD,IN,F05,T00,42.00,20.00,7.00
WV,MD,F05,T03,6.00,8.00,1.00
MD,IL,F07,T00,96.00,172.00,67.00
IN,IN,F08,T00,227.00,398.00,13.00
CA,NM,F07,T03,24.00,52.00,28.00
TN,NY,F07,T00,68.00,88.00,48.00
LA,TX,F05,T00,33.00,48.00,11.00
MI,MD,F07,T03,17.00,40.00,13.00
KY,NY,F07,T03,141.00,354.00,144.00
TX,TN,F07,T03,18.00,44.00,17.00
CT,CT,F05,T03,461.00,206.00,2.00
FL,KS,F07,T03,24.00,44.00,29.00
WI,MA,F07,T00,153.00,120.00,70.00
ID,ID,F02,T03,46.00,726.00,15.00
NJ,DE,F07,T03,32.00,40.00,1.00
KS,KS,F07,T00,1155.00,4726.00,220.00
WV,NJ,F05,T00,21.00,32.00,5.00
CA,NJ,F08,T03,346.00,384.00,556.00
IL,IN,F06,T00,359.00,784.00,67.00
TN,IL,F07,T03,769.00,558.00,140.00
KY,NY,F05,T00,38.00,22.00,8.00
OH,AL,F06,T00,53.00,98.00,29.00
TN,VA,F07,T03,265.00,582.00,128.00
TX,AL,F06,T00,9.00,8.00,3.00
TX,MA,F05,T03,302.00,184.00,170.00
CT,FL,F07,T03,59.00,56.00,36.00
NE,MD,F05,T03,232.00,72.00,48.00
AR,TN,F05,T03,65.00,42.00,10.00
OH,OH,F05,T03,931.00,496.00,10.00
OH,IN,F08,T03,327.00,968.00,94.00
UT,TX,F06,T00,57.00,46.00,32.00
IA,PA,F07,T06,93.00,1180.00,620.00
VA,VA,F02,T03,116.00,2592.00,56.00
WA,NY,F08,T00,17.00,10.00,13.00
TN,WI,F07,T00,37.00,58.00,22.00
KS,OK,F07,T06,27.00,294.00,40.00
OH,MN,F06,T03,152.00,224.00,85.00
TN,SC,F06,T03,159.00,130.00,19.00
PA,NJ,F05,T03,129.00,86.00,2.00
VA,SC,F07,T00,120.00,288.00,39.00
WI,SD,F08,T03,48.00,172.00,46.00
MO,AR,F06,T06,13.00,68.00,20.00
KY,VA,F08,T00,33.00,20.00,6.00
TN,PA,F06,T03,313.00,432.00,191.00
MO,CA,F07,T06,63.00,264.00,241.00
IL,IN,F07,T00,800.00,2566.00,192.00
ND,CA,F07,T00,38.00,200.00,242.00
AR,MD,F08,T00,15.00,4.00,3.00
AR,OK,F07,T00,108.00,428.00,48.00
CO,WI,F05,T00,95.00,64.00,33.00
MD,CT,F06,T00,58.00,24.00,3.00
MS,TN,F06,T00,142.00,502.00,40.00
MO,OH,F07,T03,68.00,52.00,17.00
IL,PA,F06,T00,425.00,688.00,234.00
NE,MN,F05,T00,213.00,112.00,23.00
CA,CA,F03,T03,37938.00,63992.00,2526.00
PA,CT,F07,T00,163.00,108.00,17.00
WI,FL,F07,T00,278.00,278.00,188.00
LA,LA,F05,T03,7.00,10.00,1.00
IL,NC,F07,T00,205.00,1178.00,524.00
FL,FL,F08,T00,6443.00,7966.00,312.00
ID,WI,F07,T03,310.00,350.00,276.00
NV,NV,F05,T00,435.00,322.00,2.00
NY,DE,F07,T00,34.00,38.00,5.00
CA,TX,F07,T00,921.00,1376.00,1050.00
KY,IA,F07,T03,58.00,90.00,24.00
KS,NC,F05,T03,760.00,228.00,148.00
KS,PA,F05,T00,178.00,110.00,70.00
IL,NJ,F07,T00,201.00,218.00,89.00
NY,FL,F05,T03,88.00,28.00,16.00
MN,ND,F05,T00,36.00,46.00,9.00
MO,NY,F07,T03,95.00,104.00,53.00
MO,MN,F07,T00,66.00,146.00,38.00
MN,PA,F05,T03,88.00,96.00,50.00
NC,GA,F05,T03,439.00,702.00,117.00
TN,GA,F07,T03,1651.00,3168.00,396.00
HI,HI,F07,T03,1325.00,2486.00,20.00
IA,GA,F06,T00,85.00,262.00,130.00
NC,NJ,F07,T03,382.00,388.00,112.00
ID,MO,F07,T03,321.00,316.00,221.00
CA,CO,F07,T00,232.00,612.00,361.00
AL,MS,F07,T03,491.00,804.00,70.00
NC,NC,F07,T06,78.00,546.00,38.00
GA,AL,F08,T00,218.00,600.00,61.00
NC,NC,F09,T03,6556.00,226.00,1.00
ND,OK,F04,T06,8.00,110.00,63.00
OH,NC,F04,T00,94.00,566.00,177.00
TX,NM,F08,T00,44.00,164.00,50.00
WA,WI,F07,T03,90.00,208.00,190.00
LA,AL,F05,T03,22.00,16.00,4.00
GA,KY,F07,T00,63.00,160.00,40.00
CA,OR,F07,T00,710.00,1352.00,542.00
LA,SC,F07,T03,36.00,94.00,38.00
AR,MS,F05,T00,203.00,210.00,40.00
NJ,VA,F07,T00,119.00,216.00,30.00
ND,NY,F04,T00,4.00,20.00,14.00
WI,GA,F05,T03,106.00,82.00,35.00
IA,IL,F06,T03,604.00,430.00,47.00
IA,KS,F07,T03,49.00,218.00,40.00
SD,WA,F03,T00,29.00,368.00,323.00
MN,LA,F05,T03,88.00,96.00,60.00
NJ,VA,F06,T00,53.00,54.00,8.00
WI,WI,F07,T00,9575.00,16106.00,681.00
MN,OH,F05,T00,353.00,280.00,105.00
WY,IL,F07,T00,14.00,48.00,26.00
OK,SC,F05,T03,25.00,18.00,10.00
ID,AZ,F03,T00,22.00,70.00,33.00
TN,KY,F07,T03,687.00,1080.00,116.00
NJ,PA,F06,T03,359.00,464.00,28.00
IA,MS,F05,T03,74.00,68.00,22.00
NJ,PA,F06,T00,359.00,464.00,28.00
WI,MN,F07,T00,1524.00,1820.00,226.00
NY,NC,F08,T00,16.00,38.00,13.00
WI,IA,F06,T03,25.00,20.00,2.00
GA,ME,F05,T00,14.00,18.00,10.00
MI,PA,F06,T03,242.00,276.00,86.00
NM,OK,F07,T03,46.00,68.00,16.00
MA,GA,F07,T00,64.00,124.00,68.00
NE,AZ,F05,T03,136.00,164.00,102.00
OH,PA,F07,T03,1832.00,4574.00,652.00
NH,ME,F07,T00,86.00,238.00,23.00
MD,TN,F07,T00,29.00,30.00,8.00
UT,NV,F07,T00,143.00,318.00,60.00
KY,TX,F07,T03,366.00,490.00,237.00
ND,PA,F04,T03,10.00,52.00,36.00
AL,MD,F05,T00,78.00,78.00,34.00
MS,KS,F01,T00,43.00,44.00,19.00
ID,TX,F03,T03,103.00,462.00,361.00
AK,WA,F08,T00,16.00,36.00,8.00
WI,PA,F07,T03,589.00,772.00,312.00
IA,NY,F04,T03,136.00,360.00,116.00
VA,TN,F07,T00,112.00,174.00,18.00
UT,CO,F06,T03,8.00,8.00,2.00
NH,GA,F05,T00,5.00,2.00,1.00
WI,MO,F07,T00,319.00,498.00,111.00
NY,PA,F08,T00,189.00,506.00,73.00
TX,LA,F08,T00,182.00,494.00,72.00
WY,WY,F07,T03,148.00,458.00,20.00
MI,WI,F07,T03,347.00,722.00,125.00
SC,FL,F05,T03,155.00,188.00,46.00
VT,ME,F04,T00,9.00,46.00,6.00
NE,MI,F05,T00,527.00,310.00,124.00
VA,IL,F06,T03,227.00,210.00,80.00
WI,KY,F07,T03,541.00,686.00,194.00
MA,PA,F07,T03,343.00,644.00,101.00
ND,MI,F07,T00,22.00,136.00,66.00
NH,MA,F07,T03,198.00,484.00,18.00
CA,GA,F03,T00,69.00,88.00,102.00
ND,CA,F03,T00,14.00,42.00,39.00
MI,AL,F07,T00,51.00,166.00,63.00
IL,OK,F07,T00,118.00,222.00,74.00
OK,AR,F07,T03,92.00,358.00,30.00
IL,MO,F06,T00,150.00,370.00,50.00
OR,HI,F04,T00,14.00,156.00,212.00
GA,GA,F04,T03,214.00,1606.00,110.00
CA,IL,F03,T03,748.00,914.00,950.00
CA,OR,F08,T00,127.00,312.00,120.00
OH,WI,F08,T00,42.00,118.00,29.00
IA,MN,F05,T03,231.00,308.00,40.00
GA,MS,F08,T00,89.00,224.00,44.00
KS,WA,F05,T00,84.00,58.00,54.00
MN,NE,F05,T03,350.00,508.00,66.00
TN,TN,F08,T03,1708.00,2636.00,81.00
AZ,CA,F05,T03,674.00,456.00,90.00
IA,IL,F04,T03,186.00,780.00,70.00
NH,CT,F07,T00,36.00,72.00,5.00
NH,MA,F08,T00,230.00,616.00,18.00
MI,NC,F07,T00,46.00,178.00,64.00
TX,NY,F07,T00,70.00,72.00,55.00
CO,MN,F07,T03,34.00,36.00,16.00
KY,CA,F07,T03,169.00,174.00,191.00
IA,NY,F04,T00,105.00,622.00,282.00
MO,NY,F06,T03,48.00,148.00,85.00
IN,OH,F05,T03,265.00,316.00,30.00
CA,HI,F07,T00,116.00,144.00,186.00
FL,MS,F05,T00,30.00,30.00,9.00
WA,VA,F08,T00,6.00,4.00,5.00
NY,SC,F07,T00,50.00,98.00,37.00
AL,TN,F05,T03,282.00,272.00,49.00
FL,FL,F08,T03,12885.00,15932.00,624.00
IA,TN,F07,T06,116.00,862.00,351.00
ND,CA,F04,T00,33.00,478.00,485.00
MI,MI,F05,T00,434.00,344.00,12.00
IN,TN,F07,T03,159.00,228.00,50.00
OH,MA,F07,T00,86.00,194.00,75.00
DE,PA,F05,T00,162.00,314.00,31.00
VA,NY,F03,T03,56.00,180.00,56.00
IN,IN,F05,T00,238.00,180.00,4.00
MS,TX,F05,T00,185.00,170.00,45.00
FL,FL,F06,T03,4529.00,5332.00,148.00
PA,TX,F07,T00,159.00,136.00,101.00
CA,CO,F06,T03,233.00,334.00,201.00
CA,KS,F07,T00,69.00,98.00,82.00
CA,AZ,F07,T03,1871.00,3616.00,817.00
NY,WI,F07,T03,187.00,316.00,124.00
DE,VA,F05,T03,11.00,26.00,3.00
OK,OR,F05,T03,26.00,38.00,35.00
GA,GA,F08,T00,3358.00,4508.00,101.00
NC,WV,F07,T00,40.00,166.00,20.00
ND,MN,F03,T03,31.00,122.00,14.00
AR,GA,F05,T03,272.00,392.00,132.00
NC,IL,F09,T03,114.00,8.00,4.00
NV,OR,F07,T03,8.00,12.00,6.00
NE,NE,F07,T03,1221.00,3076.00,98.00
MI,MN,F07,T00,71.00,200.00,60.00
GA,MI,F05,T00,191.00,244.00,86.00
ND,MO,F07,T00,20.00,100.00,46.00
TX,GA,F07,T03,151.00,358.00,144.00
TN,LA,F09,T03,122.00,10.00,2.00
CT,UT,F07,T03,20.00,8.00,10.00
IA,WI,F05,T03,596.00,712.00,98.00
MI,PA,F07,T03,637.00,696.00,184.00
WI,WI,F05,T03,199.00,182.00,3.00
AL,NC,F05,T00,141.00,124.00,34.00
CA,MA,F08,T00,80.00,84.00,130.00
CA,NY,F07,T03,225.00,716.00,1005.00
UT,MS,F07,T03,26.00,92.00,76.00
ND,IA,F07,T06,38.00,218.00,71.00
NM,MO,F07,T03,66.00,64.00,24.00
ND,MA,F07,T06,9.00,64.00,54.00
AR,AR,F07,T03,53.00,156.00,5.00
KS,TX,F01,T03,6.00,20.00,2.00
MI,GA,F07,T00,106.00,80.00,34.00
TX,FL,F07,T03,790.00,786.00,422.00
OH,NE,F06,T00,33.00,44.00,17.00
TN,TN,F05,T03,1662.00,1470.00,66.00
ND,WI,F02,T00,183.00,3618.00,755.00
NE,MO,F05,T03,888.00,448.00,100.00
LA,LA,F07,T00,2063.00,7954.00,185.00
ID,PA,F07,T03,62.00,94.00,101.00
KY,IN,F07,T03,458.00,984.00,76.00
OH,MO,F07,T03,178.00,370.00,112.00
KY,VA,F08,T03,64.00,40.00,12.00
IN,FL,F04,T00,4.00,14.00,7.00
NY,PA,F07,T03,1747.00,3222.00,368.00
TN,AL,F07,T03,682.00,1554.00,137.00
MT,MT,F07,T00,335.00,1076.00,27.00
DE,MO,F05,T00,9.00,42.00,23.00
IN,IL,F04,T03,107.00,450.00,33.00
IN,PA,F06,T03,282.00,772.00,250.00
MO,MD,F05,T00,11.00,6.00,3.00
KS,FL,F05,T03,490.00,232.00,176.00
MA,NY,F05,T00,743.00,284.00,34.00
OH,CA,F06,T06,55.00,114.00,142.00
CA,TX,F08,T03,347.00,288.00,247.00
IA,OK,F05,T00,142.00,152.00,48.00
IL,MI,F07,T00,425.00,1084.00,159.00
WA,AZ,F07,T00,45.00,110.00,74.00
DE,DE,F08,T03,754.00,932.00,10.00
IL,LA,F02,T07,3318.00,79176.00,48108.00
CA,OK,F08,T03,100.00,92.00,72.00
LA,FL,F07,T00,26.00,54.00,22.00
KY,IL,F07,T00,307.00,514.00,87.00
OK,LA,F05,T00,43.00,46.00,16.00
MI,PA,F07,T00,415.00,512.00,156.00
GA,TN,F08,T03,284.00,924.00,110.00
IL,KY,F07,T00,403.00,1486.00,213.00
NY,AL,F07,T03,34.00,48.00,22.00
TX,KS,F05,T00,77.00,72.00,22.00
KY,FL,F08,T00,76.00,42.00,18.00
MI,IL,F04,T03,31.00,300.00,26.00
CA,IL,F08,T03,351.00,282.00,295.00
AL,TN,F05,T00,145.00,140.00,25.00
VT,NY,F07,T03,108.00,214.00,27.00
NC,PA,F07,T03,400.00,598.00,147.00
WA,CA,F05,T00,491.00,254.00,111.00
NH,NH,F08,T00,357.00,650.00,7.00
WV,VA,F05,T00,33.00,80.00,4.00
MT,NJ,F07,T06,8.00,36.00,35.00
NH,PA,F07,T03,39.00,48.00,10.00
AR,TX,F05,T00,655.00,940.00,174.00
IN,FL,F04,T03,4.00,14.00,7.00
SC,NY,F05,T00,87.00,96.00,35.00
ND,IN,F07,T00,12.00,60.00,26.00
DE,NJ,F07,T03,29.00,126.00,5.00
KY,IN,F07,T00,332.00,774.00,59.00
IL,MI,F06,T00,212.00,580.00,76.00
